Date,Station Name,Type,Latitude,Longitude,System,Private Partner,Public Partner,Borough,Census Tract,Phase,Data Collected,Average Radius of Connection (ft),year
2016-08-26,148-07 JAMAICA AVENUE,Outdoor Wifi Kiosk,40.701853,-73.806477,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4024000,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2016
2016-08-26,147-05 JAMAICA AVENUE,Outdoor Wifi Kiosk,40.701827,-73.807661,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4024000,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2016
2016-08-17,168-03 JAMAICA AVENUE,Outdoor Wifi Kiosk,40.706507,-73.792368,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4046000,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2016
2016-12-19,162-02 JAMAICA AVENUE,Outdoor Wifi Kiosk,40.70421585,-73.79774312,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4044601,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2016
2016-08-26,163-33 JAMAICA AVENUE,Outdoor Wifi Kiosk,40.705143,-73.795897,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4044601,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2016
2016-08-26,163-02 JAMAICA AVENUE,Outdoor Wifi Kiosk,40.70460911,-73.79680056,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4044601,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2016
2016-12-19,160-12 JAMAICA AVENUE,Outdoor Wifi Kiosk,40.7039284,-73.79847028,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4044601,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2016
2016-08-17,160-15 JAMAICA AVENUE,Outdoor Wifi Kiosk,40.70402028,-73.79869023,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4044601,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2016
2016-12-19,90-50 PARSONS BOULEVARD,Outdoor Wifi Kiosk,40.70345249,-73.80035218,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4024000,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2016
2016-08-17,159-02 JAMAICA AVENUE,Outdoor Wifi Kiosk,40.703352,-73.799923,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4044601,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2016
2016-08-26,166-01 JAMAICA AVENUE,Outdoor Wifi Kiosk,40.70599343,-73.79375474,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4046000,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2016
2016-08-26,153-02 JAMAICA AVENUE,Outdoor Wifi Kiosk,40.70273351,-73.80201889,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4024000,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2016
2016-08-17,159-29 JAMAICA AVENUE,Outdoor Wifi Kiosk,40.70376856,-73.79934332,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4044601,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2016
2022-07-19,94-12 150 STREET,Outdoor Wifi Kiosk,40.6996142,-73.8033556,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,QU-208,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2022
2022-09-06,180-01 LINDEN BOULEVARD,Outdoor Wifi Kiosk,40.6923012,-73.7665646,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,424,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2022
2022-11-03,122-01 MERRICK BOULEVARD,Outdoor Wifi Kiosk,40.6835572,-73.7690859,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,QN-368,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2022
2023-02-02,122-01 GUY R BREWER BLVD,Outdoor Wifi Kiosk,40.679278,-73.7798678,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,QN-284,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2023
2022-09-26,87-89 PARSONS BOULEVARD,Outdoor Wifi Kiosk,40.7069302,-73.8022297,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,QU-446.02,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2022
2022-07-19,185-11 140 AVENUE,Outdoor Wifi Kiosk,40.6725729,-73.7591625,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,QN-330,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2022
2023-02-22,153-21 ROCKAWAY BOULEVARD,Outdoor Wifi Kiosk,40.6701549,-73.7829113,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,QN-294,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2023
2022-11-13,187-07 HENDERSON AVENUE,Outdoor Wifi Kiosk,40.7079873,-73.7705256,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,QU-404,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2022
2022-09-13,169-28 HILLSIDE AVENUE,Outdoor Wifi Kiosk,40.7108963,-73.7919904,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,QU-460,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2022
2022-09-18,104-20 DUNKIRK STREET,Outdoor Wifi Kiosk,40.7052036,-73.7752581,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,QU-444,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2022
2022-07-05,118-02 MERRICK BOULEVARD,Outdoor Wifi Kiosk,40.6866032,-73.7744795,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,QN-282,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2022
2022-12-11,129-01 GUY R BREWER BOULEVARD,Outdoor Wifi Kiosk,40.6772288,-73.7784359,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,QN-334.02,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2022
2022-09-05,118-37 GUY R BREWER BLVD,Outdoor Wifi Kiosk,40.6826763,-73.7818522,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,QN-284,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2022
2022-08-29,136-09 FARMERS BOULEVARD,Outdoor Wifi Kiosk,40.6746405,-73.763428,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,QN-330,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2022
2022-10-31,106-17 153rd STREET,Outdoor Wifi Kiosk,40.6958716,-73.8003953,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,QN-254,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2022
2022-06-29,132-20 BELKNAP STREET,Outdoor Wifi Kiosk,40.6762884,-73.7579075,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,QU-352,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2022
2022-07-21,116-02 MERRICK BOULEVARD,Outdoor Wifi Kiosk,40.6882211,-73.7766491,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,QN-282,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2022
2022-10-12,136-39 SPRINGFIELD BLVD,Outdoor Wifi Kiosk,40.6766671,-73.7556543,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,QU-352,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2022
2022-10-31,175-06 HILLSIDE AVENUE,Outdoor Wifi Kiosk,40.7116236,-73.7876993,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,QN-462,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2022
2022-08-03,99-20 189 STREET,Outdoor Wifi Kiosk,40.7082485,-73.7689526,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,QU-404,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2022
2022-11-06,182-46 HILLSIDE AVENUE,Outdoor Wifi Kiosk,40.7136338,-73.7788623,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,QU-470,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2022
2023-04-20,185-07 MERRICK BOULEVARD,Outdoor Wifi Kiosk,40.6797471,-73.7570369,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,QN-352,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2023
2022-07-26,138-02 FARMERS BOULEVARD,Outdoor Wifi Kiosk,40.6726629,-73.7641959,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,QN-334.02,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2022
2022-08-02,145-50 LIBERTY AVENUE,Outdoor Wifi Kiosk,40.694038,-73.8069082,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,QN-204,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2022
2023-02-26,168-11 DOUGLAS AVENUE,Outdoor Wifi Kiosk,40.7037645,-73.7908334,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,QU-444,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2023
2022-10-13,107-17 MERRICK BOULEVARD,Outdoor Wifi Kiosk,40.6997274,-73.7880885,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,QN-414,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2022
2022-07-06,132-05 MERRICK BOULEVARD,Outdoor Wifi Kiosk,40.6790585,-73.7596774,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,QU-352,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2022
2024-05-08,127-4 157TH STREET,Outdoor Wifi Kiosk,40.6751452,-73.7825798,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,qu-294,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2024
2024-05-07,161-11 132ND AVENUE,Outdoor Wifi Kiosk,40.6747851,-73.7778733,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,qu-294,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2024
2024-05-06,156-10 BAISLEY BOULEVARD,Outdoor Wifi Kiosk,40.6728569,-73.7818546,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,qu-294,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2024
2024-06-03,109-37 SUTPHIN BOULEVARD,Outdoor Wifi Kiosk,40.6906653,-73.7972679,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,QN-260,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2024
2024-02-08,138-89 FRANCIS LEWIS BOULEVARD,Outdoor Wifi Kiosk,40.6668975,-73.7366105,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4063800,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2024
2024-09-19,206-07 115TH AVENUE,Outdoor Wifi Kiosk,40.6995524,-73.7474813,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4052000,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2024
2024-02-15,253-50 149 AVENUE,Outdoor Wifi Kiosk,40.6529215,-73.734555,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,qu-664,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2024
2024-02-19,83-59 263 STREET,Outdoor Wifi Kiosk,40.738072,-73.7053516,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,qu-1579.01,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2024
2024-02-22,241-19 135 AVENUE,Outdoor Wifi Kiosk,40.6717001,-73.7332277,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,qu-638,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2024
2024-02-23,80-51 261 STREET,Outdoor Wifi Kiosk,40.7433498,-73.7089499,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,qu-1579.02,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2024
2024-02-28,264-21 UNION TURNPIKE,Outdoor Wifi Kiosk,40.7491694,-73.7081449,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,qu-1551.02,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2024
2024-02-29,260-03 HILLSIDE AVENUE,Outdoor Wifi Kiosk,40.737472,-73.7081442,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,qu-1579.02,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2024
2024-02-04,256-17 HILLSIDE AVENUE,Outdoor Wifi Kiosk,40.736811,-73.7112252,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,qu-1579.02,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2024
2024-07-24,261-10 EAST WILLISTON AVENUE,Outdoor Wifi Kiosk,40.7359742,-73.7063977,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,157903,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2024
2024-01-30,85-15 258 STREET,Outdoor Wifi Kiosk,40.7349687,-73.7085903,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,qu-1579.03,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2024
2024-10-17,82-21 COUNTRY POINTE CIRCLE,Outdoor Wifi Kiosk,40.7354105,-73.7346569,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,130100,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2024
2025-02-10,81-51 261 STREET,Outdoor Wifi Kiosk,40.745149,-73.7094328,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,qu-1579.02,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2025
2025-02-19,81-14 257TH STREET,Outdoor Wifi Kiosk,40.7406346,-73.7133861,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,qu-1579.02,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2025
2025-03-11,2-29 BEACH 20TH STREET,Outdoor Wifi Kiosk,40.5972167,-73.7544593,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4099801,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2025
2025-03-10,18-27 CORNAGA AVENUE,Outdoor Wifi Kiosk,40.6023199,-73.7506972,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,4101001,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2025
2024-07-23,1400 BRUNSWICK AVENUE,Outdoor Wifi Kiosk,40.6088994,-73.7498878,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,QU-1032,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2024
2024-09-15,25-19 WESTBOURNE AVENUE,Outdoor Wifi Kiosk,40.6075499,-73.7647471,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,100801,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2024
2025-03-12,88-07 ROCKAWAY BEACH BOULEVARD,Outdoor Wifi Kiosk,40.5863425,-73.813029,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,QU-942.03,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2025
2025-02-24,16-27 SEAGIRT BOULEVARD,Outdoor Wifi Kiosk,40.5941935,-73.7511499,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Queens,QU-1010.01,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2025
2022-10-26,1595 FOREST AVENUE,Outdoor Wifi Kiosk,40.6247117,-74.141731,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Staten Island,5024700,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2022
2022-10-19,1161 VICTORY BOULEVARD,Outdoor Wifi Kiosk,40.6166443,-74.1033513,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Staten Island,5004700,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2022
2024-05-12,600 FOREST AVENUE,Outdoor Wifi Kiosk,40.6299017,-74.1091439,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Staten Island,5012100,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2024
2023-04-24,3 SLOSSON TERRACE,Outdoor Wifi Kiosk,40.6396002,-74.0753967,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Staten Island,5000300,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2023
2023-03-31,45 VICTORY BOULEVARD,Outdoor Wifi Kiosk,40.637984,-74.0771009,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Staten Island,5002100,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2023
2022-10-18,255 HYLAN BOULEVARD,Outdoor Wifi Kiosk,40.6120881,-74.0708488,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Staten Island,SI-8,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2022
2022-10-12,1970 VICTORY BOULEVARD,Outdoor Wifi Kiosk,40.612231,-74.1301262,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Staten Island,SI-187,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2022
2022-10-17,175 LYNHURST AVENUE,Outdoor Wifi Kiosk,40.6170142,-74.0740457,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Staten Island,SI-8,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2022
2022-10-30,700 RICHMOND TERRACE,Outdoor Wifi Kiosk,40.6448114,-74.0954559,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Staten Island,SI-81,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2022
2022-10-24,455 FRONT STREET,Outdoor Wifi Kiosk,40.6271925,-74.0741115,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Staten Island,SI-21,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2022
2022-10-10,1670 VICTORY BOULEVARD,Outdoor Wifi Kiosk,40.6131774,-74.1192244,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Staten Island,SI-169.01,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2022
2023-03-31,45 HYATT STREET,Outdoor Wifi Kiosk,40.6417686,-74.0776909,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Staten Island,SI-3,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2023
2022-10-13,1465 FOREST AVENUE,Outdoor Wifi Kiosk,40.624318,-74.1373888,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Staten Island,SI-247,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2022
2022-10-26,514 RICHMOND TERRACE,Outdoor Wifi Kiosk,40.6462984,-74.0895158,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Staten Island,SI-81,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2022
2017-01-30,404 NEW DORP LANE,Outdoor Wifi Kiosk,40.57031185,-74.10965729,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Staten Island,5012804,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2017
2018-07-11,2212 HYLAN BOULEVARD,Outdoor Wifi Kiosk,40.576541,-74.103479,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Staten Island,5011202,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2018
2017-01-30,2154 HYLAN BOULEVARD,Outdoor Wifi Kiosk,40.577771,-74.10231,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Staten Island,5011202,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2017
2016-11-13,381 NEW DORP LANE,Outdoor Wifi Kiosk,40.570635,-74.109918,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Staten Island,5012200,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2016
2016-11-13,201 NEW DORP LANE,Outdoor Wifi Kiosk,40.57285319,-74.11408666,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Staten Island,5012200,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2016
2017-01-30,19 SEAVIEW AVENUE,Outdoor Wifi Kiosk,40.590983,-74.100732,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Staten Island,5009602,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2017
2018-07-11,1351 HYLAN BOULEVARD,Outdoor Wifi Kiosk,40.59545604,-74.08620985,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Staten Island,5009601,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2018
2017-01-30,1177 HYLAN BOULEVARD,Outdoor Wifi Kiosk,40.59839673,-74.08262136,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Staten Island,5009601,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2017
2017-01-30,2710 HYLAN BOULEVARD,Outdoor Wifi Kiosk,40.56585176,-74.11422426,LinkNYC,CityBridge,Office of Technology and Innovation (OTI),Staten Island,5012806,NA,"Name, Email, Unique Device Identifiers, Device Movements",150,2017
